Timestamp,Channel_0_Filtered,Channel_0_Error,Channel_1_Filtered,Channel_1_Error,Channel_2_Filtered,Channel_2_Error,Channel_3_Filtered,Channel_3_Error,Channel_4_Filtered,Channel_4_Error
2025-10-17 12:58:14.661,939,1,987,-3,912,0,863,-3,974,-2
2025-10-17 12:58:14.865,941,-1,987,-3,911,1,862,-2,973,-1
2025-10-17 12:58:15.074,940,0,987,-3,914,-2,864,-4,974,-2
2025-10-17 12:58:15.279,940,0,987,-3,912,0,863,-3,973,-1
2025-10-17 12:58:15.484,940,0,987,-3,912,0,863,-3,973,-1
2025-10-17 12:58:15.693,939,1,987,-3,913,-1,863,-3,974,-2
2025-10-17 12:58:15.898,940,0,987,-3,911,1,862,-2,973,-1
2025-10-17 12:58:16.106,940,0,987,-3,913,-1,864,-4,974,-2
2025-10-17 12:58:16.311,940,0,987,-3,913,-1,863,-3,973,-1
2025-10-17 12:58:16.516,940,0,987,-3,912,0,863,-3,973,-1
2025-10-17 12:58:16.725,939,-3,987,-3,913,-1,864,-4,974,-2
2025-10-17 12:58:16.930,940,-4,987,-3,912,-4,863,-3,973,-1
2025-10-17 12:58:17.138,941,-5,987,-3,913,-5,865,-5,974,-2
2025-10-17 12:58:17.343,940,0,987,-3,913,-5,863,-3,974,-2
2025-10-17 12:58:17.552,940,0,987,-3,912,0,863,-3,973,-1
2025-10-17 12:58:17.757,939,-3,987,-3,912,0,864,-4,974,-2
2025-10-17 12:58:17.965,940,-4,987,-3,911,-3,862,-2,973,-1
2025-10-17 12:58:18.171,939,-3,987,-3,914,-6,864,-4,974,-2
2025-10-17 12:58:18.375,941,-5,987,-3,912,-4,863,-3,973,-1
2025-10-17 12:58:18.584,940,-4,987,-3,913,-1,863,-3,974,-2
2025-10-17 12:58:18.789,939,-3,987,-3,912,0,863,-3,974,-2
2025-10-17 12:58:18.998,940,-4,987,-3,912,0,863,-3,973,-1
2025-10-17 12:58:19.203,940,-4,987,-3,913,-1,864,-4,974,-2
2025-10-17 12:58:19.411,940,-4,987,-3,913,-1,862,-2,973,-1
2025-10-17 12:58:19.617,941,-5,987,-3,912,0,863,-3,973,-1
2025-10-17 12:58:19.821,939,-3,987,-3,913,-1,863,-3,974,-2
2025-10-17 12:58:20.030,940,-4,987,-3,912,0,862,-2,973,-1
2025-10-17 12:58:20.235,940,-4,987,-3,913,-1,864,-4,974,-2
2025-10-17 12:58:20.444,940,-4,987,-3,913,-1,863,-3,974,-2
2025-10-17 12:58:20.648,941,-5,987,-3,912,0,863,-3,974,-2
2025-10-17 12:58:20.858,939,-3,987,-3,913,-1,864,-4,974,-2
2025-10-17 12:58:21.062,940,-4,987,-3,912,0,862,-2,973,-1
2025-10-17 12:58:21.271,940,0,987,-3,913,-1,863,-3,973,-1
2025-10-17 12:58:21.476,940,0,987,-3,913,-1,863,-3,974,-2
2025-10-17 12:58:21.681,940,0,987,-3,912,0,863,-3,973,-1
2025-10-17 12:58:21.889,939,-3,987,-3,913,-1,864,-4,974,-2
