Timestamp,Channel_0_Filtered,Channel_0_Error,Channel_1_Filtered,Channel_1_Error,Channel_2_Filtered,Channel_2_Error,Channel_3_Filtered,Channel_3_Error,Channel_4_Filtered,Channel_4_Error
2025-10-17 13:13:54.632,0,940,987,-3,903,-3,860,-4,972,-4
2025-10-17 13:13:54.841,943,-3,0,984,0,900,860,0,972,0
2025-10-17 13:13:55.046,941,-1,987,-3,903,-3,860,0,972,0
2025-10-17 13:13:55.255,943,-3,987,-3,903,-3,859,1,971,1
2025-10-17 13:13:55.460,942,-2,987,-3,903,-3,860,-4,972,-4
2025-10-17 13:13:55.668,943,-3,987,-3,902,-2,858,-2,971,-3
2025-10-17 13:13:55.874,943,-3,987,-3,903,-3,860,-4,972,-4
2025-10-17 13:13:56.078,941,-1,987,-3,904,-4,860,-4,972,-4
2025-10-17 13:13:56.287,943,-3,987,-3,901,-1,859,-3,971,-3
2025-10-17 13:13:56.492,943,-3,987,-3,904,-4,861,-5,973,-5
2025-10-17 13:13:56.700,941,-1,987,-3,903,-3,860,-4,972,-4
2025-10-17 13:13:56.906,944,-4,987,-3,902,-2,859,-3,971,-3
2025-10-17 13:13:57.114,941,-1,987,-3,904,-4,861,-5,972,-4
2025-10-17 13:13:57.319,943,-3,987,-3,901,-1,858,2,971,-3
2025-10-17 13:13:57.528,943,-3,987,-3,902,-2,860,0,972,-4
2025-10-17 13:13:57.733,942,-2,987,-3,903,-3,860,-4,972,-4
2025-10-17 13:13:57.938,943,-3,987,-3,901,-1,858,-2,971,-3
2025-10-17 13:13:58.146,944,-4,987,-3,903,-3,860,-4,972,-4
2025-10-17 13:13:58.351,941,-1,987,-3,903,-3,860,0,972,-4
2025-10-17 13:13:58.560,943,-3,987,-3,902,-2,859,1,971,-3
2025-10-17 13:13:58.765,941,-1,987,-3,904,-4,861,-1,973,-5
2025-10-17 13:13:58.974,943,-3,987,-3,901,-1,858,-2,971,-3
2025-10-17 13:13:59.179,943,-3,987,-3,904,-4,860,-4,971,-3
2025-10-17 13:13:59.388,941,-1,987,-3,903,-3,860,-4,972,-4
2025-10-17 13:13:59.593,944,-4,987,-3,903,-3,859,1,971,-3
2025-10-17 13:13:59.797,941,-1,987,-3,903,-3,861,-1,973,-5
2025-10-17 13:14:00.006,943,-3,987,-3,901,-1,859,-3,971,-3
2025-10-17 13:14:00.211,943,-3,987,-3,903,-3,860,-4,972,-4
2025-10-17 13:14:00.419,941,-1,987,-3,903,-3,861,-5,972,-4
2025-10-17 13:14:00.625,942,-2,987,-3,902,-2,858,2,971,-3
2025-10-17 13:14:00.834,943,-3,987,-3,903,-3,861,-1,972,-4
2025-10-17 13:14:01.039,942,-2,987,-3,903,-3,860,0,972,-4
2025-10-17 13:14:01.243,943,-3,987,-3,902,-2,859,-3,971,-3
2025-10-17 13:14:01.452,943,-3,987,-3,904,-4,861,-5,973,-5
2025-10-17 13:14:01.656,942,-2,987,-3,902,-2,859,-3,971,-3
2025-10-17 13:14:01.865,944,-4,987,-3,903,-3,860,0,972,-4
2025-10-17 13:14:02.070,940,0,987,-3,903,-3,861,-1,972,-4
2025-10-17 13:14:02.279,943,-3,987,-3,902,-2,858,-2,971,-3
2025-10-17 13:14:02.484,943,-3,987,-3,903,-3,860,-4,972,-4
2025-10-17 13:14:02.692,942,-2,987,-3,903,-3,860,-4,972,-4
2025-10-17 13:14:02.898,943,-3,987,-3,901,-1,859,-3,971,-3
2025-10-17 13:14:03.102,941,-1,987,-3,904,-4,861,-5,973,-5
2025-10-17 13:14:03.311,943,-3,987,-3,902,-2,859,-3,971,-3
2025-10-17 13:14:03.516,943,-3,987,-3,903,-3,861,-5,972,-4
2025-10-17 13:14:03.725,942,-2,987,-3,902,-2,859,-3,972,-4
2025-10-17 13:14:03.930,944,-4,987,-3,902,-2,859,-3,971,-3
2025-10-17 13:14:04.139,941,-1,987,-3,904,-4,861,-5,973,-5
2025-10-17 13:14:04.343,942,-2,987,-3,902,-2,859,-3,971,-3
2025-10-17 13:14:04.552,943,-3,987,-3,903,-3,861,-1,972,-4
2025-10-17 13:14:04.758,941,-1,987,-3,903,-3,861,-1,972,-4
2025-10-17 13:14:04.962,943,-3,987,-3,902,-2,859,1,971,-3
2025-10-17 13:14:05.171,943,-3,987,-3,904,-4,860,0,972,-4
2025-10-17 13:14:05.375,940,0,987,-3,903,-3,860,0,972,-4
2025-10-17 13:14:05.585,944,-4,987,-3,902,-2,859,1,971,-3
2025-10-17 13:14:05.790,942,-2,987,-3,904,-4,861,-1,973,-5
2025-10-17 13:14:05.998,942,-2,987,-3,902,-2,859,1,971,-3
2025-10-17 13:14:06.203,944,-4,987,-3,902,-2,859,1,972,-4
2025-10-17 13:14:06.408,940,0,987,-3,904,-4,861,-1,972,-4
2025-10-17 13:14:06.617,943,-3,987,-3,902,-2,858,2,971,-3
2025-10-17 13:14:06.822,942,-2,987,-3,903,-3,861,-1,972,-4
2025-10-17 13:14:07.030,942,-2,987,-3,904,-4,860,0,972,-4
2025-10-17 13:14:07.235,944,-4,987,-3,901,-1,859,1,971,-3
2025-10-17 13:14:07.444,942,-2,987,-3,903,-3,861,-5,973,-5
2025-10-17 13:14:07.649,943,-3,987,-3,902,-2,858,-2,971,-3
2025-10-17 13:14:07.858,943,-3,987,-3,904,-4,860,-4,971,-3
2025-10-17 13:14:08.063,941,-1,987,-3,903,-3,861,-1,972,0
2025-10-17 13:14:08.268,943,-3,987,-3,902,-2,859,1,971,1
2025-10-17 13:14:08.476,942,-2,987,-3,903,-3,860,0,972,0
2025-10-17 13:14:08.681,942,-2,987,-3,902,-2,859,-3,972,-4
2025-10-17 13:14:08.890,943,-3,987,-3,902,-2,859,-3,972,-4
2025-10-17 13:14:09.095,940,0,987,-3,904,-4,861,-5,972,-4
2025-10-17 13:14:09.299,944,-4,986,-2,902,-2,858,2,971,-3
2025-10-17 13:14:09.508,943,-3,987,-3,903,-3,860,0,972,-4
2025-10-17 13:14:09.713,940,0,987,-3,902,-2,860,-4,972,-4
