Timestamp,Channel_0_Filtered,Channel_0_Error,Channel_1_Filtered,Channel_1_Error,Channel_2_Filtered,Channel_2_Error,Channel_3_Filtered,Channel_3_Error,Channel_4_Filtered,Channel_4_Error
2025-10-17 13:17:13.866,0,940,0,984,0,900,859,-3,969,-1
2025-10-17 13:17:14.074,944,-4,987,-3,905,-5,860,-4,970,-2
2025-10-17 13:17:14.280,943,-3,987,-3,904,-4,860,-4,970,-2
2025-10-17 13:17:14.488,943,-3,987,-3,903,1,861,-1,969,-1
2025-10-17 13:17:14.694,944,-4,987,-3,905,-1,862,-2,971,-3
2025-10-17 13:17:14.898,942,-2,987,-3,903,1,860,0,969,-1
2025-10-17 13:17:15.107,943,-3,987,-3,904,-4,861,-1,971,-3
2025-10-17 13:17:15.312,944,-4,987,-3,905,-5,862,-2,970,-2
2025-10-17 13:17:15.520,942,-2,987,-3,903,-3,860,0,969,-1
2025-10-17 13:17:15.725,944,-4,987,-3,905,-1,862,-2,971,-3
2025-10-17 13:17:15.934,942,-2,987,-3,904,0,861,-1,970,-2
2025-10-17 13:17:16.139,943,-3,987,-3,904,0,861,-1,970,-2
2025-10-17 13:17:16.344,944,-4,987,-3,905,-5,862,-2,971,-3
2025-10-17 13:17:16.552,942,-2,987,-3,903,-3,860,0,969,-1
2025-10-17 13:17:16.758,943,-3,987,-3,905,-1,862,-2,971,-3
2025-10-17 13:17:16.966,943,-3,987,-3,905,-1,861,-1,970,-2
2025-10-17 13:17:17.171,942,-2,987,-3,902,2,860,0,969,-1
2025-10-17 13:17:17.379,944,-4,987,-3,905,-1,862,-2,971,-3
2025-10-17 13:17:17.585,942,-2,987,-3,903,1,860,0,969,-1
2025-10-17 13:17:17.790,944,-4,987,-3,904,0,861,-1,970,-2
2025-10-17 13:17:17.998,944,-4,987,-3,904,0,862,-2,971,-3
2025-10-17 13:17:18.204,942,-2,987,-3,904,0,861,-1,969,-1
2025-10-17 13:17:18.412,944,-4,987,-3,905,-1,862,-2,971,-3
2025-10-17 13:17:18.617,942,-2,987,-3,902,2,859,1,969,-1
2025-10-17 13:17:18.826,944,-4,987,-3,904,0,861,-1,971,-3
2025-10-17 13:17:19.031,943,-3,987,-3,904,-4,861,-1,971,-3
2025-10-17 13:17:19.236,942,-2,987,-3,903,-3,859,1,969,-1
2025-10-17 13:17:19.444,944,-4,987,-3,905,-5,862,-2,971,-3
2025-10-17 13:17:19.649,943,-3,987,-3,903,1,860,0,970,-2
2025-10-17 13:17:19.858,942,-2,987,-3,904,0,861,-1,970,-2
2025-10-17 13:17:20.063,944,-4,987,-3,905,-1,862,-2,971,-3
2025-10-17 13:17:20.272,942,-2,987,-3,903,-3,859,-3,969,-1
2025-10-17 13:17:20.476,943,-3,987,-3,904,-4,862,-6,971,-3
