Timestamp,Channel_0_Filtered,Channel_0_Error,Channel_1_Filtered,Channel_1_Error,Channel_2_Filtered,Channel_2_Error,Channel_3_Filtered,Channel_3_Error,Channel_4_Filtered,Channel_4_Error
2025-10-17 03:55:45.157,965,-2,989,-3,912,-2,790,13,965,3
2025-10-17 03:55:45.362,968,-5,989,-3,912,-2,785,18,968,0
2025-10-17 03:55:45.567,968,-5,989,-3,915,-5,785,18,967,1
2025-10-17 03:55:45.776,966,-3,989,-3,913,-3,781,22,965,3
2025-10-17 03:55:45.981,967,-4,989,-3,914,-4,784,19,968,0
2025-10-17 03:55:46.186,965,-2,989,-3,915,-5,784,19,966,2
2025-10-17 03:55:46.395,965,-2,989,-3,912,-2,776,27,964,4
2025-10-17 03:55:46.600,967,-4,988,-2,911,-1,769,34,967,1
2025-10-17 03:55:46.809,968,-5,989,-3,914,-4,772,31,967,1
2025-10-17 03:55:47.014,965,-2,989,-3,915,-5,787,16,965,3
2025-10-17 03:55:47.219,966,-3,989,-3,913,-3,790,13,964,4
2025-10-17 03:55:47.427,967,-4,989,-3,914,-4,785,18,966,2
2025-10-17 03:55:47.632,965,-2,989,-3,913,-3,786,17,967,1
2025-10-17 03:55:47.841,968,-5,989,-3,912,-2,789,14,969,-1
2025-10-17 03:55:48.046,968,-5,989,-3,915,-5,788,15,967,1
2025-10-17 03:55:48.251,966,-3,989,-3,914,-4,774,29,965,3
2025-10-17 03:55:48.460,966,-3,989,-3,911,-1,782,21,964,4
2025-10-17 03:55:48.664,968,-5,989,-3,902,8,796,7,964,4
2025-10-17 03:55:48.869,966,-3,989,-3,892,18,794,9,962,6
2025-10-17 03:55:49.078,968,-5,988,-2,889,21,796,7,962,6
2025-10-17 03:55:49.283,968,-5,989,-3,883,27,797,6,962,6
2025-10-17 03:55:49.492,965,-2,989,-3,894,16,793,10,960,8
2025-10-17 03:55:49.697,965,-2,988,-2,878,32,797,6,957,11
2025-10-17 03:55:49.902,968,-5,988,-2,882,28,795,8,963,5
2025-10-17 03:55:50.110,967,-4,989,-3,894,16,794,9,963,5
2025-10-17 03:55:50.315,967,-4,989,-3,887,23,792,11,961,7
2025-10-17 03:55:50.520,967,-4,988,-2,867,43,795,8,961,7
2025-10-17 03:55:50.729,966,-3,988,-2,877,33,798,5,960,8
2025-10-17 03:55:50.933,965,-2,989,-3,891,19,793,10,961,7
2025-10-17 03:55:51.139,968,-5,988,-2,875,35,794,9,960,8
2025-10-17 03:55:51.347,968,-5,989,-3,895,15,799,4,963,5
2025-10-17 03:55:51.552,966,-3,989,-3,903,7,801,2,962,6
2025-10-17 03:55:51.761,966,-3,988,-2,900,10,800,3,962,6
2025-10-17 03:55:51.966,966,-3,976,10,908,2,803,0,964,4
2025-10-17 03:55:52.171,965,-2,964,22,910,0,800,3,964,4
2025-10-17 03:55:52.379,966,-3,969,17,907,3,800,3,964,4
2025-10-17 03:55:52.585,968,-5,965,21,911,-1,802,1,967,1
2025-10-17 03:55:52.789,968,-5,967,19,912,-2,803,0,966,2
2025-10-17 03:55:52.998,965,-2,974,12,907,3,801,2,963,5
2025-10-17 03:55:53.203,966,-3,967,19,909,1,801,2,963,5
2025-10-17 03:55:53.408,968,-5,961,25,911,-1,801,2,965,3
2025-10-17 03:55:53.617,966,-3,974,12,907,3,801,2,964,4
2025-10-17 03:55:53.821,968,-5,965,21,910,0,802,1,965,3
2025-10-17 03:55:54.026,968,-5,980,6,914,-4,803,0,968,0
2025-10-17 03:55:54.235,966,-3,985,1,915,-5,801,2,967,1
2025-10-17 03:55:54.440,966,-3,979,7,911,-1,801,2,965,3
2025-10-17 03:55:54.645,968,-5,968,18,910,0,803,0,967,1
2025-10-17 03:55:54.854,968,-5,984,2,914,-4,803,0,968,0
2025-10-17 03:55:55.059,967,-4,979,7,912,-2,801,2,966,2
2025-10-17 03:55:55.263,967,-4,982,4,913,-3,803,0,967,1
2025-10-17 03:55:55.472,955,8,981,5,914,-4,803,0,965,3
2025-10-17 03:55:55.677,960,3,982,4,912,-2,801,2,965,3
2025-10-17 03:55:55.882,957,6,984,2,911,-1,801,2,968,0
2025-10-17 03:55:56.091,960,3,983,3,914,-4,802,1,967,1
2025-10-17 03:55:56.296,955,8,985,1,915,-5,802,1,968,0
2025-10-17 03:55:56.500,957,6,982,4,913,-3,802,1,965,3
2025-10-17 03:55:56.709,960,3,985,1,914,-4,802,1,967,1
2025-10-17 03:55:56.914,953,10,983,3,912,-2,801,2,965,3
2025-10-17 03:55:57.119,962,1,983,3,912,-2,800,3,964,4
2025-10-17 03:55:57.327,959,4,984,2,915,-5,803,0,968,0
2025-10-17 03:55:57.532,961,2,982,4,915,-5,802,1,967,1
2025-10-17 03:55:57.737,957,6,981,5,911,-1,800,3,963,5
2025-10-17 03:55:57.945,958,5,983,3,911,-1,801,2,964,4
2025-10-17 03:55:58.151,951,12,983,3,913,-3,802,1,964,4
2025-10-17 03:55:58.356,956,7,980,6,912,-2,801,2,962,6
2025-10-17 03:55:58.565,949,14,981,5,911,-1,803,0,964,4
2025-10-17 03:55:58.769,952,11,980,6,915,-5,803,0,964,4
2025-10-17 03:55:58.974,947,16,979,7,915,-5,802,1,961,7
2025-10-17 03:55:59.183,961,2,979,7,912,-2,801,2,961,7
2025-10-17 03:55:59.388,967,-4,978,8,911,-1,801,2,965,3
2025-10-17 03:55:59.592,966,-3,976,10,913,-3,802,1,965,3
2025-10-17 03:55:59.801,967,-4,977,9,911,-1,801,2,965,3
2025-10-17 03:56:00.006,968,-5,977,9,912,-2,802,1,966,2
2025-10-17 03:56:00.211,966,-3,978,8,912,-2,803,0,964,4
2025-10-17 03:56:00.420,965,-2,974,12,909,1,801,2,964,4
2025-10-17 03:56:00.625,968,-5,976,10,910,0,801,2,966,2
2025-10-17 03:56:00.830,968,-5,975,11,912,-2,802,1,966,2
2025-10-17 03:56:01.039,966,-3,969,17,912,-2,801,2,966,2
2025-10-17 03:56:01.243,967,-4,972,14,910,0,802,1,964,4
2025-10-17 03:56:01.448,966,-3,971,15,912,-2,802,1,966,2
2025-10-17 03:56:01.658,965,-2,974,12,909,1,800,3,964,4
2025-10-17 03:56:01.862,968,-5,971,15,910,0,800,3,964,4
2025-10-17 03:56:02.071,967,-4,975,11,912,-2,802,1,966,2
2025-10-17 03:56:02.276,968,-5,972,14,913,-3,802,1,966,2
2025-10-17 03:56:02.481,965,-2,975,11,910,0,801,2,964,4
2025-10-17 03:56:02.690,966,-3,974,12,909,1,801,2,964,4
2025-10-17 03:56:02.895,966,-3,968,18,909,1,801,2,964,4
2025-10-17 03:56:03.099,965,-2,966,20,909,1,801,2,964,4
2025-10-17 03:56:03.307,968,-5,963,23,911,-1,803,0,965,3
2025-10-17 03:56:03.513,968,-5,962,24,912,-2,802,1,965,3
2025-10-17 03:56:03.718,965,-2,959,27,908,2,800,3,962,6
2025-10-17 03:56:03.926,966,-3,962,24,908,2,800,3,963,5
2025-10-17 03:56:04.131,968,-5,960,26,909,1,802,1,965,3
2025-10-17 03:56:04.336,967,-4,961,25,910,0,802,1,965,3
2025-10-17 03:56:04.545,967,-4,966,20,910,0,802,1,965,3
2025-10-17 03:56:04.750,968,-5,981,5,913,-3,803,0,967,1
2025-10-17 03:56:04.955,965,-2,985,1,914,-4,803,0,965,3
2025-10-17 03:56:05.163,965,-2,980,6,909,1,800,3,964,4
2025-10-17 03:56:05.368,968,-5,968,18,909,1,801,2,966,2
2025-10-17 03:56:05.573,968,-5,965,21,913,-3,803,0,965,3
2025-10-17 03:56:05.782,965,-2,941,45,910,0,802,1,962,6
2025-10-17 03:56:05.987,966,-3,949,37,910,0,801,2,963,5
2025-10-17 03:56:06.191,966,-3,953,33,910,0,802,1,963,5
2025-10-17 03:56:06.400,965,-2,973,13,910,0,801,2,964,4
2025-10-17 03:56:06.605,967,-4,984,2,911,-1,800,3,968,0
2025-10-17 03:56:06.810,968,-5,986,0,914,-4,802,1,968,0
2025-10-17 03:56:07.019,966,-3,980,6,914,-4,803,0,967,1
2025-10-17 03:56:07.224,966,-3,962,24,909,1,801,2,963,5
2025-10-17 03:56:07.428,967,-4,959,27,909,1,801,2,963,5
2025-10-17 03:56:07.638,966,-3,980,6,911,-1,801,2,966,2
2025-10-17 03:56:07.843,965,-2,987,-1,912,-2,801,2,967,1
2025-10-17 03:56:08.051,968,-5,988,-2,914,-4,803,0,969,-1
2025-10-17 03:56:08.256,968,-5,983,3,914,-4,802,1,968,0
2025-10-17 03:56:08.461,965,-2,967,19,908,2,801,2,964,4
2025-10-17 03:56:08.669,965,-2,963,23,910,0,800,3,963,5
2025-10-17 03:56:08.874,967,-4,970,16,912,-2,802,1,966,2
2025-10-17 03:56:09.079,966,-3,985,1,912,-2,801,2,968,0
2025-10-17 03:56:09.288,968,-5,987,-1,913,-3,802,1,968,0
2025-10-17 03:56:09.493,968,-5,987,-1,915,-5,803,0,969,-1
2025-10-17 03:56:09.698,965,-2,987,-1,909,1,800,3,965,3
2025-10-17 03:56:09.907,965,-2,988,-2,906,4,799,4,965,3
2025-10-17 03:56:10.112,968,-5,989,-3,903,7,799,4,966,2
2025-10-17 03:56:10.317,967,-4,989,-3,907,3,798,5,966,2
2025-10-17 03:56:10.526,965,-2,989,-3,905,5,797,6,962,6
2025-10-17 03:56:10.731,967,-4,989,-3,901,9,799,4,963,5
2025-10-17 03:56:10.935,966,-3,989,-3,905,5,799,4,962,6
2025-10-17 03:56:11.144,965,-2,988,-2,898,12,798,5,961,7
2025-10-17 03:56:11.348,968,-5,989,-3,898,12,796,7,963,5
2025-10-17 03:56:11.557,968,-5,989,-3,898,12,799,4,963,5
2025-10-17 03:56:11.762,965,-2,989,-3,900,10,797,6,960,8
2025-10-17 03:56:11.967,965,-2,988,-2,900,10,797,6,960,8
2025-10-17 03:56:12.176,967,-4,989,-3,897,13,796,7,961,7
2025-10-17 03:56:12.381,966,-3,989,-3,901,9,795,8,961,7
2025-10-17 03:56:12.585,968,-5,989,-3,912,-2,795,8,967,1
2025-10-17 03:56:12.794,968,-5,989,-3,915,-5,796,7,969,-1
2025-10-17 03:56:12.999,965,-2,989,-3,916,-6,792,11,965,3
2025-10-17 03:56:13.204,965,-2,989,-3,913,-3,789,14,966,2
2025-10-17 03:56:13.413,968,-5,989,-3,913,-3,790,13,968,0
2025-10-17 03:56:13.618,967,-4,989,-3,914,-4,787,16,968,0
2025-10-17 03:56:13.827,967,-4,989,-3,914,-4,792,11,967,1
2025-10-17 03:56:14.032,968,-5,989,-3,914,-4,796,7,968,0
2025-10-17 03:56:14.236,966,-3,989,-3,916,-6,796,7,965,3
2025-10-17 03:56:14.445,965,-2,989,-3,911,-1,801,2,948,20
2025-10-17 03:56:14.650,968,-5,989,-3,912,-2,802,1,930,38
2025-10-17 03:56:14.859,968,-5,989,-3,915,-5,803,0,947,21
2025-10-17 03:56:15.064,966,-3,989,-3,914,-4,803,0,946,22
2025-10-17 03:56:15.269,967,-4,989,-3,913,-3,802,1,941,27
2025-10-17 03:56:15.478,966,-3,989,-3,914,-4,803,0,950,18
2025-10-17 03:56:15.683,966,-3,989,-3,913,-3,802,1,953,15
2025-10-17 03:56:15.888,969,-6,989,-3,913,-3,802,1,965,3
2025-10-17 03:56:16.096,968,-5,989,-3,916,-6,803,0,970,-2
2025-10-17 03:56:16.301,966,-3,986,0,915,-5,803,0,969,-1
2025-10-17 03:56:16.506,966,-3,978,8,910,0,801,2,965,3
2025-10-17 03:56:16.715,968,-5,978,8,911,-1,802,1,964,4
2025-10-17 03:56:16.920,967,-4,981,5,913,-3,803,0,967,1
2025-10-17 03:56:17.129,966,-3,982,4,911,-1,801,2,965,3
2025-10-17 03:56:17.334,968,-5,981,5,913,-3,803,0,966,2
2025-10-17 03:56:17.538,968,-5,981,5,913,-3,803,0,967,1
2025-10-17 03:56:17.747,965,-2,980,6,910,0,801,2,964,4
2025-10-17 03:56:17.952,965,-2,978,8,909,1,801,2,964,4
2025-10-17 03:56:18.156,968,-5,980,6,912,-2,803,0,966,2
2025-10-17 03:56:18.365,967,-4,979,7,913,-3,803,0,966,2
2025-10-17 03:56:18.570,966,-3,981,5,912,-2,802,1,964,4
2025-10-17 03:56:18.775,968,-5,981,5,913,-3,803,0,966,2
2025-10-17 03:56:18.984,965,-2,979,7,913,-3,801,2,964,4
2025-10-17 03:56:19.189,965,-2,980,6,909,1,801,2,964,4
2025-10-17 03:56:19.394,968,-5,980,6,910,0,801,2,967,1
2025-10-17 03:56:19.602,968,-5,978,8,914,-4,803,0,967,1
2025-10-17 03:56:19.808,965,-2,980,6,912,-2,803,0,964,4
2025-10-17 03:56:20.012,967,-4,977,9,910,0,802,1,964,4
2025-10-17 03:56:20.221,967,-4,978,8,911,-1,803,0,965,3
2025-10-17 03:56:20.426,963,0,977,9,910,0,802,1,964,4
2025-10-17 03:56:20.630,962,1,983,3,911,-1,802,1,965,3
2025-10-17 03:56:20.835,963,0,983,3,915,-5,804,-1,966,2
2025-10-17 03:56:21.044,955,8,982,4,915,-5,803,0,965,3
2025-10-17 03:56:21.249,957,6,980,6,911,-1,802,1,962,6
2025-10-17 03:56:21.453,956,7,980,6,912,-2,802,1,961,7
2025-10-17 03:56:21.663,956,7,980,6,914,-4,803,0,963,5
2025-10-17 03:56:21.868,957,6,979,7,913,-3,802,1,962,6
2025-10-17 03:56:22.072,961,2,977,9,914,-4,803,0,962,6
2025-10-17 03:56:22.282,962,1,979,7,915,-5,804,-1,964,4
2025-10-17 03:56:22.486,965,-2,982,4,914,-4,801,2,962,6
2025-10-17 03:56:22.691,966,-3,987,-1,912,-2,802,1,966,2
2025-10-17 03:56:22.900,969,-6,989,-3,912,-2,803,0,971,-3
2025-10-17 03:56:23.105,968,-5,989,-3,916,-6,803,0,971,-3
2025-10-17 03:56:23.314,968,-5,989,-3,914,-4,802,1,969,-1
2025-10-17 03:56:23.519,968,-5,989,-3,915,-5,803,0,970,-2
2025-10-17 03:56:23.723,965,-2,989,-3,916,-6,803,0,969,-1
2025-10-17 03:56:23.932,966,-3,989,-3,912,-2,801,2,969,-1
